,ZS,NET,ADSK,PLUG,CRWD,SHOP,MELI,AXON,ADBE,BAC,VRT,SMCI,AAPL,PYPL,MSFT,TSLA,NFLX,FTNT,AMZN,CDNS,INTC,TXN,ON,LLY,JPM,META,TTD,STX,MCHP,AMAT,WDAY,OKTA,GE,AVGO,DDOG,MDB,ADI,TSM,SE,AMD,SWKS,SEDG,SNPS,COST,NVDA,TER,ORCL,MPWR,NOW,GOOGL,MRVL,EBAY,ASML,CRM,SPOT,GS,MU,ANET,BA,KLAC,PFE,HUBS,SAP,LRCX,INTU,BKNG,TEAM,VRSN,TWLO,IBM,VST,NXPI,WDC,AKAM,CSCO,PINS,SNAP,QCOM,DELL,OXY,PANW,UBER,SNOW,PLTR,DASH,ABNB,SOFI,RBLX,COIN,APP,HOOD,NU,ARM
2025-11-07,0.6156,0.5032,0.4376,0.3538,0.7188,0.3774,0.3866,0.2328,0.4516,0.7086,0.4968,0.1226,0.6559,0.293,0.4425,0.4855,0.3817,0.4876,0.6892,0.4016,0.4629,0.4156,0.4973,0.8161,0.6059,0.4188,0.2462,0.8269,0.3328,0.6355,0.4366,0.3414,0.714,0.4882,0.943,0.8027,0.6,0.4645,0.3785,0.4022,0.2763,0.8855,0.214,0.621,0.5011,0.7414,0.1817,0.5199,0.3801,0.7081,0.6253,0.4978,0.628,0.2839,0.2892,0.5731,0.9,0.2613,0.3344,0.7263,0.6882,0.3032,0.3323,0.7935,0.5489,0.4387,0.4457,0.4215,0.5349,0.6366,0.6419,0.4565,0.8113,0.9495,0.5548,0.293,0.7855,0.4882,0.2694,0.5957,0.5505,0.3742,0.5108,0.4511,0.2554,0.6005,0.5468,0.2618,0.2796,0.7108,0.3538,0.5892,0.3065
2025-11-10,0.571,0.614,0.5043,0.2575,0.7392,0.4903,0.3613,0.2016,0.4108,0.5995,0.5317,0.1188,0.6527,0.3075,0.5538,0.4683,0.4505,0.4199,0.5694,0.5333,0.4548,0.4059,0.3081,0.8978,0.5839,0.407,0.2715,0.8371,0.2349,0.693,0.4016,0.2839,0.6683,0.5263,0.9382,0.836,0.5753,0.3844,0.4801,0.5059,0.2597,0.9806,0.1898,0.5414,0.5747,0.7323,0.1801,0.4672,0.3301,0.7941,0.6892,0.5048,0.4876,0.2812,0.3269,0.5801,0.9151,0.2167,0.293,0.7371,0.6785,0.2306,0.2306,0.8425,0.4812,0.4511,0.3785,0.4382,0.5204,0.6511,0.3409,0.3591,0.9194,0.9403,0.6183,0.2371,0.8634,0.429,0.307,0.6651,0.6124,0.3952,0.5231,0.6258,0.207,0.4935,0.7898,0.2624,0.328,0.8183,0.3925,0.6753,0.1634
2025-11-11,0.7559,0.5806,0.4849,0.4177,0.6882,0.4113,0.2731,0.2306,0.4817,0.5306,0.4473,0.0925,0.7737,0.4554,0.443,0.4516,0.4349,0.5059,0.5559,0.3715,0.5855,0.3898,0.3925,0.9151,0.5801,0.2866,0.3129,0.8312,0.2559,0.5624,0.3258,0.3398,0.5801,0.5339,0.9226,0.8247,0.6242,0.3651,0.2527,0.5312,0.3204,0.8581,0.2167,0.3102,0.5349,0.7167,0.2586,0.4586,0.2688,0.7323,0.614,0.6651,0.4855,0.3731,0.4172,0.6484,0.8737,0.3097,0.2758,0.6554,0.8349,0.2484,0.2688,0.7419,0.4731,0.4737,0.3989,0.4151,0.6188,0.7387,0.2871,0.3081,0.8785,0.972,0.6038,0.1909,0.8468,0.5909,0.3075,0.7038,0.6452,0.4366,0.6677,0.6102,0.2081,0.5602,0.7941,0.2613,0.2753,0.5048,0.2785,0.8371,0.228
2025-11-12,0.5624,0.5952,0.571,0.5435,0.722,0.343,0.3505,0.2516,0.5833,0.7446,0.2478,0.1172,0.7188,0.3806,0.6263,0.2688,0.5704,0.3661,0.5005,0.3559,0.4441,0.3704,0.3946,0.9505,0.7833,0.2903,0.2048,0.7478,0.2022,0.4554,0.3462,0.414,0.6645,0.4581,0.8581,0.772,0.7199,0.3554,0.2887,0.7989,0.2188,0.6554,0.2839,0.3661,0.622,0.5226,0.2167,0.2984,0.4586,0.643,0.3871,0.5925,0.5328,0.4339,0.5269,0.8774,0.7645,0.3269,0.4328,0.5597,0.8478,0.1914,0.2747,0.6237,0.6371,0.7043,0.4,0.5242,0.5269,0.7849,0.221,0.2973,0.8366,0.9306,0.8027,0.4253,0.8887,0.5376,0.2984,0.7091,0.5505,0.5731,0.6726,0.5468,0.1844,0.4231,0.922,0.3005,0.2124,0.3704,0.3758,0.6237,0.1231
2025-11-13,0.5151,0.3801,0.6005,0.3118,0.7059,0.3559,0.493,0.3156,0.6339,0.629,0.3204,0.1634,0.7495,0.4328,0.6317,0.3532,0.5876,0.5285,0.5419,0.3952,0.3559,0.4656,0.3296,0.8833,0.6435,0.328,0.1435,0.5366,0.2871,0.4898,0.6167,0.4554,0.6489,0.3957,0.6118,0.6091,0.7269,0.4075,0.1989,0.7419,0.2661,0.271,0.3935,0.643,0.6387,0.5704,0.2199,0.2747,0.4806,0.5849,0.4161,0.4742,0.5973,0.4812,0.6511,0.7898,0.8005,0.3909,0.3699,0.5511,0.8941,0.3231,0.3844,0.5742,0.6796,0.7124,0.4914,0.6016,0.5484,0.5645,0.2113,0.3543,0.5817,0.9306,0.9581,0.4344,0.8231,0.6339,0.2527,0.6661,0.5194,0.5731,0.4957,0.4478,0.4382,0.5328,0.8323,0.3667,0.2855,0.2548,0.379,0.6296,0.2392
2025-11-14,0.5016,0.4586,0.5989,0.0559,0.7134,0.3419,0.5909,0.157,0.5823,0.5995,0.5011,0.2339,0.7462,0.371,0.7419,0.3796,0.5075,0.6312,0.4968,0.3398,0.2495,0.3349,0.257,0.8812,0.5866,0.3333,0.2973,0.529,0.2387,0.6844,0.7419,0.4796,0.5419,0.5134,0.5876,0.6215,0.6242,0.5151,0.3156,0.7559,0.1817,0.2731,0.2903,0.5274,0.7398,0.5419,0.3005,0.2586,0.4043,0.6753,0.3548,0.3806,0.5376,0.6285,0.522,0.7462,0.9484,0.4704,0.4011,0.5441,0.7441,0.4349,0.4156,0.5333,0.7183,0.5962,0.4495,0.5339,0.6113,0.629,0.2688,0.2849,0.6769,0.8849,0.9344,0.4081,0.8575,0.6468,0.2462,0.7452,0.5242,0.5177,0.5898,0.5204,0.5516,0.5516,0.6489,0.2108,0.272,0.2624,0.3952,0.7995,0.1715
2025-11-17,0.4075,0.4253,0.5984,0.0344,0.572,0.2892,0.6129,0.2522,0.6306,0.6462,0.2968,0.1629,0.7435,0.4452,0.6892,0.45,0.4522,0.657,0.6898,0.4435,0.2758,0.4188,0.35,0.928,0.6489,0.3048,0.3065,0.4978,0.2882,0.7516,0.6226,0.5102,0.5806,0.5645,0.5317,0.5215,0.6538,0.5016,0.4371,0.6204,0.2887,0.128,0.4409,0.7419,0.5962,0.5882,0.214,0.2495,0.4312,0.8855,0.4435,0.35,0.7575,0.4957,0.6296,0.6887,0.7677,0.4156,0.464,0.6075,0.8194,0.421,0.4774,0.522,0.6849,0.6038,0.3554,0.571,0.6151,0.5823,0.3038,0.3188,0.6651,0.929,0.9194,0.2505,0.607,0.579,0.2952,0.7194,0.5344,0.7043,0.5919,0.3387,0.6274,0.5645,0.3435,0.2581,0.2339,0.3296,0.2919,0.7462,0.1989
2025-11-18,0.3968,0.4038,0.6747,0.2629,0.6091,0.3489,0.6081,0.2301,0.5651,0.6833,0.4328,0.1839,0.7075,0.2903,0.693,0.3366,0.6204,0.6317,0.5,0.4839,0.2597,0.5409,0.2903,0.8274,0.6737,0.4204,0.2022,0.4333,0.3118,0.8065,0.7124,0.536,0.6108,0.7043,0.4651,0.4699,0.6882,0.5591,0.5758,0.5737,0.2446,0.3048,0.4613,0.7226,0.6059,0.5376,0.3516,0.3032,0.4231,0.8747,0.414,0.2849,0.7366,0.5258,0.5441,0.6624,0.7543,0.3677,0.4989,0.607,0.7398,0.3914,0.3269,0.5059,0.8102,0.5285,0.3876,0.6188,0.5962,0.5016,0.5306,0.3425,0.5392,0.8344,0.8726,0.2634,0.6742,0.5398,0.3392,0.7747,0.4925,0.6586,0.5586,0.2925,0.6043,0.4667,0.2398,0.3548,0.2054,0.3516,0.2591,0.6306,0.2183
2025-11-19,0.4677,0.3844,0.6409,0.2129,0.6306,0.4468,0.6785,0.3081,0.4742,0.6204,0.6796,0.1591,0.7312,0.3446,0.5242,0.4263,0.4957,0.5387,0.5258,0.5124,0.4177,0.4608,0.4785,0.8683,0.5978,0.4554,0.2339,0.5038,0.2613,0.8882,0.671,0.4656,0.6704,0.8575,0.5634,0.45,0.5661,0.6624,0.5102,0.3855,0.2462,0.1452,0.4726,0.6925,0.7812,0.6366,0.5694,0.4086,0.4677,0.964,0.4656,0.2489,0.8435,0.4306,0.3769,0.6204,0.6677,0.3242,0.4823,0.7731,0.5688,0.2113,0.3376,0.5892,0.6495,0.3522,0.3204,0.6333,0.5796,0.3871,0.6409,0.4038,0.5769,0.7903,0.8823,0.2016,0.3753,0.4731,0.2,0.6312,0.6151,0.6054,0.5269,0.3177,0.5801,0.4355,0.3672,0.3505,0.2489,0.3677,0.3554,0.7704,0.2677
2025-11-20,0.3591,0.2935,0.6204,0.0892,0.6124,0.6344,0.5543,0.2145,0.486,0.6844,0.586,0.1919,0.7468,0.2258,0.5769,0.6398,0.4317,0.5984,0.4817,0.5038,0.4054,0.4892,0.4022,0.8005,0.7134,0.4145,0.1855,0.5183,0.229,0.7435,0.6806,0.4935,0.5817,0.8801,0.5559,0.6177,0.5968,0.7758,0.4565,0.2823,0.1989,0.3548,0.4866,0.6806,0.8081,0.6495,0.4817,0.3903,0.3925,0.9624,0.4403,0.3667,0.7011,0.5161,0.3952,0.7941,0.5124,0.3543,0.4081,0.5946,0.5763,0.2543,0.4269,0.4844,0.7683,0.4398,0.3952,0.9075,0.6656,0.6677,0.6285,0.3435,0.521,0.829,0.7737,0.2038,0.4522,0.3973,0.2661,0.7032,0.3887,0.4634,0.5957,0.3339,0.4737,0.4618,0.3554,0.2887,0.2091,0.4495,0.2538,0.8075,0.3726
2025-11-21,0.329,0.1973,0.6339,0.1172,0.4892,0.55,0.5828,0.2285,0.6935,0.7608,0.4387,0.1043,0.8333,0.4903,0.4403,0.5312,0.4855,0.4973,0.6392,0.3849,0.564,0.8081,0.7511,0.8188,0.828,0.3742,0.3591,0.486,0.4441,0.7301,0.75,0.3984,0.6118,0.7651,0.4656,0.5151,0.786,0.6763,0.4022,0.1968,0.3973,0.4817,0.4425,0.6828,0.628,0.5866,0.2688,0.3484,0.4167,0.9758,0.3468,0.3441,0.6602,0.3898,0.3833,0.7425,0.4656,0.2919,0.2828,0.6323,0.7355,0.2188,0.5204,0.6511,0.8882,0.6258,0.5677,0.7731,0.6285,0.6672,0.4618,0.571,0.4903,0.8457,0.7285,0.1989,0.3806,0.4941,0.3231,0.6344,0.3269,0.4634,0.4683,0.2382,0.1812,0.4801,0.3048,0.1306,0.1371,0.3758,0.2516,0.9226,0.3887
2025-11-24,0.3737,0.3366,0.6226,0.107,0.4898,0.5952,0.5059,0.1554,0.5312,0.7489,0.5446,0.2237,0.8258,0.3495,0.393,0.636,0.6156,0.5452,0.5269,0.4677,0.6409,0.7215,0.664,0.8629,0.672,0.4215,0.236,0.5473,0.4355,0.6984,0.6946,0.5059,0.6382,0.9473,0.4828,0.5978,0.8817,0.6231,0.2382,0.1645,0.386,0.3785,0.6231,0.5387,0.5328,0.722,0.2317,0.4715,0.3339,0.9688,0.6801,0.3204,0.45,0.3866,0.4199,0.7516,0.5355,0.3118,0.1613,0.6505,0.6263,0.171,0.4919,0.8016,0.7204,0.679,0.5081,0.7113,0.8387,0.7075,0.5134,0.5446,0.5317,0.8392,0.6016,0.1473,0.3624,0.3892,0.564,0.5516,0.321,0.2785,0.4183,0.2355,0.1398,0.4065,0.5505,0.1855,0.2151,0.5839,0.3495,0.7151,0.1769
2025-11-25,0.4828,0.4317,0.6414,0.0957,0.4522,0.5935,0.4667,0.2484,0.4108,0.7059,0.6113,0.1194,0.7559,0.3188,0.3694,0.6065,0.3806,0.4796,0.6602,0.4511,0.4694,0.6737,0.6043,0.8844,0.7043,0.5871,0.2441,0.6978,0.5,0.8758,0.8177,0.5328,0.5522,0.914,0.3796,0.5215,0.9371,0.636,0.2274,0.2446,0.3398,0.4199,0.4312,0.5667,0.4172,0.678,0.2032,0.4731,0.4398,0.9667,0.6032,0.3441,0.5457,0.5968,0.393,0.7946,0.4683,0.3651,0.2973,0.5941,0.5941,0.3312,0.4699,0.721,0.5505,0.6871,0.4688,0.6699,0.8473,0.621,0.3435,0.5581,0.6608,0.7914,0.5269,0.2059,0.3715,0.3565,0.4866,0.5027,0.2978,0.2704,0.4903,0.2274,0.1828,0.6909,0.5849,0.1075,0.1796,0.4849,0.3328,0.8914,0.2715
2025-11-26,0.2559,0.3065,0.7866,0.3796,0.3995,0.5156,0.2651,0.1812,0.4548,0.6339,0.3624,0.1892,0.6441,0.3887,0.457,0.6145,0.4065,0.5204,0.5935,0.3812,0.528,0.8022,0.7473,0.743,0.671,0.4366,0.2651,0.7387,0.4355,0.8688,0.4597,0.4946,0.5059,0.9161,0.3785,0.428,0.9489,0.628,0.2392,0.2489,0.4817,0.6129,0.579,0.6199,0.3113,0.8376,0.2602,0.4796,0.3914,0.9022,0.7763,0.2839,0.6258,0.4839,0.357,0.7667,0.5952,0.3333,0.4183,0.5081,0.6145,0.1935,0.5543,0.628,0.4968,0.6946,0.428,0.6565,0.7005,0.5866,0.3247,0.6199,0.6274,0.6866,0.4909,0.2274,0.3457,0.4296,0.6532,0.5677,0.2694,0.3812,0.4081,0.264,0.1242,0.5253,0.5898,0.1435,0.4371,0.686,0.6898,0.9285,0.1828
2025-11-28,0.2312,0.2909,0.6522,0.3108,0.3989,0.4763,0.4731,0.1747,0.4113,0.6215,0.6548,0.3151,0.5414,0.5204,0.4489,0.6005,0.386,0.4177,0.636,0.4204,0.8801,0.7914,0.6382,0.6715,0.6409,0.6366,0.2301,0.6849,0.4806,0.7323,0.3269,0.4043,0.3349,0.8737,0.4538,0.457,0.9435,0.4796,0.4586,0.3199,0.3586,0.7253,0.5925,0.4344,0.2683,0.822,0.207,0.4285,0.293,0.8253,0.8285,0.4618,0.7011,0.3441,0.2586,0.6742,0.8468,0.4215,0.4758,0.5097,0.5532,0.1575,0.393,0.6339,0.3898,0.5672,0.3742,0.5984,0.7392,0.5505,0.4059,0.5667,0.7871,0.4946,0.4371,0.2516,0.5097,0.543,0.5446,0.5269,0.4145,0.4108,0.3946,0.3559,0.2323,0.4059,0.7398,0.2548,0.6022,0.6489,0.6022,0.8134,0.2027
2025-12-01,0.2194,0.2989,0.7134,0.0898,0.4683,0.3376,0.5011,0.1613,0.4672,0.5672,0.629,0.2575,0.7339,0.3849,0.5022,0.5742,0.5323,0.479,0.6032,0.4532,0.8005,0.686,0.6737,0.4952,0.6204,0.5726,0.1962,0.7005,0.3866,0.8387,0.329,0.4339,0.3763,0.8312,0.3527,0.4602,0.9441,0.4629,0.3091,0.4048,0.3925,0.3941,0.8022,0.5328,0.3398,0.6957,0.1522,0.5145,0.3634,0.7349,0.8188,0.5995,0.8651,0.3624,0.3145,0.7075,0.7876,0.3543,0.4425,0.4833,0.4323,0.3263,0.4435,0.6231,0.4145,0.4925,0.4763,0.5801,0.5753,0.4946,0.3737,0.643,0.8565,0.4882,0.4301,0.4194,0.414,0.3774,0.4473,0.5688,0.3726,0.4081,0.6258,0.3699,0.4866,0.5226,0.6349,0.3656,0.4683,0.821,0.5629,0.7855,0.1935
2025-12-02,0.2022,0.3215,0.75,0.4828,0.5091,0.3333,0.5559,0.1656,0.478,0.5489,0.5274,0.0753,0.7341,0.4054,0.4355,0.3581,0.4258,0.4495,0.472,0.5769,0.9602,0.8753,0.7995,0.472,0.5349,0.572,0.228,0.5737,0.6769,0.914,0.2737,0.5065,0.3548,0.5624,0.3995,0.9699,0.9253,0.4747,0.2301,0.1812,0.5554,0.2903,0.7973,0.5565,0.2468,0.8538,0.1946,0.5892,0.3091,0.5108,0.8559,0.4871,0.8199,0.4538,0.2538,0.7091,0.5995,0.2618,0.8473,0.5957,0.4081,0.2903,0.4134,0.6242,0.2866,0.772,0.4468,0.5048,0.5828,0.4398,0.1817,0.8731,0.6188,0.4398,0.4379,0.3683,0.2935,0.4849,0.4505,0.5204,0.3452,0.4435,0.6704,0.3349,0.6753,0.507,0.5946,0.3446,0.2677,0.871,0.4704,0.7866,0.1715
2025-12-03,0.178,0.2801,0.5914,0.536,0.5441,0.3989,0.3333,0.2091,0.4274,0.5952,0.4957,0.257,0.6032,0.3774,0.3704,0.6828,0.3887,0.4215,0.3366,0.7462,0.9097,0.8839,0.9489,0.472,0.6011,0.3919,0.1828,0.4747,0.9183,0.8296,0.1581,0.7043,0.3204,0.5231,0.2731,0.8962,0.8478,0.5339,0.1204,0.3285,0.5339,0.3086,0.8758,0.4409,0.2758,0.8489,0.3978,0.5167,0.2801,0.5715,0.9532,0.3747,0.8608,0.4753,0.2651,0.7226,0.5801,0.2,0.7683,0.6065,0.4538,0.2059,0.4548,0.6403,0.4161,0.4742,0.5048,0.5054,0.4118,0.4382,0.2355,0.9194,0.4387,0.4602,0.5172,0.3704,0.3962,0.6242,0.3538,0.5688,0.4108,0.6129,0.6962,0.4188,0.5677,0.4532,0.4231,0.2462,0.4962,0.7296,0.6075,0.6532,0.3462
2025-12-04,0.1349,0.2828,0.5253,0.514,0.4694,0.4333,0.4565,0.4247,0.5677,0.5946,0.5355,0.3059,0.5419,0.3253,0.3376,0.6333,0.3511,0.6887,0.3231,0.7,0.7957,0.8059,0.8618,0.5038,0.6349,0.757,0.2812,0.2812,0.9151,0.7919,0.3301,0.6935,0.3699,0.4349,0.3102,0.9048,0.7855,0.3844,0.1737,0.143,0.4355,0.1177,0.7968,0.4226,0.3806,0.8516,0.4446,0.4016,0.4989,0.5199,0.8043,0.4134,0.757,0.7419,0.2828,0.6328,0.3199,0.2134,0.7333,0.5059,0.4349,0.2763,0.4613,0.3715,0.6925,0.4984,0.5414,0.4285,0.3903,0.4774,0.3194,0.8828,0.5156,0.4484,0.5323,0.6086,0.5247,0.5548,0.4495,0.5661,0.4102,0.5538,0.2677,0.4672,0.4763,0.5091,0.5726,0.4699,0.2694,0.9151,0.557,0.6059,0.372
2025-12-05,0.1763,0.1737,0.5737,0.4591,0.3925,0.4344,0.3952,0.2672,0.8392,0.4801,0.7032,0.3188,0.5124,0.2785,0.336,0.55,0.2758,0.8129,0.2742,0.6715,0.7489,0.8339,0.7978,0.3849,0.4215,0.7392,0.3118,0.4613,0.9059,0.7059,0.4065,0.6183,0.2984,0.6011,0.2253,0.9231,0.8134,0.493,0.1134,0.2462,0.5376,0.1204,0.8081,0.3199,0.3796,0.7645,0.5172,0.4446,0.5763,0.5511,0.8102,0.4306,0.5962,0.9054,0.2597,0.7683,0.4156,0.2054,0.6151,0.4656,0.5172,0.3677,0.4672,0.4059,0.722,0.7565,0.728,0.3855,0.4581,0.271,0.2296,0.7978,0.5694,0.4462,0.5258,0.5651,0.4237,0.5801,0.3441,0.6011,0.4339,0.4306,0.2323,0.6403,0.7704,0.6172,0.4387,0.4134,0.1914,0.8156,0.5328,0.5118,0.3435
2025-12-08,0.2538,0.3022,0.4263,0.4602,0.3177,0.5753,0.3242,0.2973,0.6774,0.4876,0.5183,0.4522,0.4425,0.2253,0.3935,0.4957,0.2403,0.5409,0.2242,0.6129,0.5833,0.7849,0.8656,0.4414,0.4527,0.578,0.2226,0.6742,0.8688,0.6812,0.3973,0.693,0.3452,0.8011,0.193,0.9194,0.7038,0.7672,0.2242,0.2457,0.5516,0.1376,0.8505,0.3118,0.4753,0.7489,0.5742,0.6027,0.5253,0.5167,0.4909,0.4871,0.6011,0.8608,0.3704,0.8376,0.5532,0.3581,0.8188,0.629,0.4763,0.3575,0.3882,0.6532,0.5263,0.7387,0.5909,0.4231,0.5565,0.4527,0.2323,0.8634,0.5237,0.2984,0.6172,0.5108,0.4565,0.5651,0.421,0.3973,0.3269,0.5419,0.2183,0.5602,0.7344,0.3995,0.2849,0.3473,0.3435,0.7285,0.7409,0.4538,0.2591
2025-12-09,0.2075,0.3785,0.4806,0.4758,0.3866,0.4952,0.3989,0.2995,0.8774,0.6118,0.3726,0.4446,0.4591,0.3038,0.336,0.6376,0.2527,0.5382,0.214,0.6038,0.4839,0.5882,0.7925,0.3747,0.4011,0.5462,0.2672,0.4989,0.8828,0.5435,0.5075,0.6984,0.3194,0.9156,0.1258,0.5973,0.5984,0.7382,0.2538,0.3113,0.5075,0.1532,0.8161,0.3538,0.3763,0.6435,0.5672,0.4183,0.529,0.5715,0.3661,0.5097,0.4909,0.8871,0.5559,0.9134,0.5989,0.4011,0.5355,0.6263,0.4919,0.5565,0.3419,0.6323,0.5677,0.6978,0.6586,0.3522,0.4839,0.5812,0.2683,0.7151,0.4935,0.3495,0.6715,0.5183,0.3403,0.7124,0.3258,0.4677,0.2849,0.4543,0.2124,0.4554,0.843,0.7366,0.1914,0.5801,0.4898,0.9194,0.6398,0.4774,0.4489
2025-12-10,0.1866,0.4806,0.3876,0.322,0.3156,0.7511,0.3204,0.671,0.7468,0.5597,0.5048,0.3376,0.3441,0.3747,0.4048,0.5091,0.2145,0.4,0.3387,0.5048,0.4694,0.5366,0.5134,0.3328,0.5038,0.5597,0.2887,0.8065,0.8554,0.7129,0.4452,0.6339,0.328,0.9,0.0817,0.7758,0.7473,0.764,0.1887,0.2995,0.4446,0.3016,0.807,0.3366,0.4113,0.6957,0.65,0.5172,0.5516,0.5554,0.4489,0.4113,0.4742,0.8118,0.6769,0.8333,0.8081,0.4651,0.4973,0.5538,0.4091,0.6005,0.3285,0.7177,0.5177,0.7753,0.5484,0.4005,0.7694,0.5328,0.3129,0.621,0.8366,0.2376,0.7038,0.5532,0.3946,0.764,0.5522,0.4349,0.2016,0.271,0.2043,0.6871,0.5419,0.7296,0.1618,0.4258,0.1968,0.7806,0.4559,0.3446,0.3188
2025-12-11,0.1871,0.3747,0.4387,0.5161,0.4129,0.5349,0.3285,0.6962,0.8258,0.5844,0.5113,0.3349,0.4188,0.3737,0.4667,0.4059,0.1871,0.3978,0.3285,0.5043,0.3849,0.593,0.7027,0.536,0.5495,0.4925,0.2613,0.8769,0.8624,0.6522,0.5022,0.7441,0.4339,0.8978,0.1177,0.7075,0.6742,0.7554,0.2876,0.3231,0.3823,0.2446,0.8591,0.4473,0.322,0.6866,0.2667,0.6586,0.6575,0.5613,0.2731,0.5704,0.6946,0.7554,0.5194,0.9043,0.7113,0.593,0.4978,0.6909,0.4016,0.4091,0.5022,0.772,0.6866,0.614,0.6091,0.2651,0.7306,0.4231,0.5091,0.7059,0.8995,0.2387,0.622,0.4296,0.1704,0.5919,0.3452,0.3909,0.2538,0.3016,0.1694,0.6253,0.6328,0.7892,0.0694,0.3059,0.2151,0.8317,0.2866,0.4161,0.307
2025-12-12,0.2038,0.3613,0.3941,0.5661,0.4269,0.6962,0.3624,0.6785,0.8376,0.7473,0.3597,0.1909,0.5591,0.4075,0.3688,0.814,0.2425,0.3661,0.3317,0.3989,0.429,0.5758,0.7876,0.6032,0.6253,0.4097,0.2312,0.8398,0.8892,0.5457,0.5914,0.7941,0.7532,0.5188,0.1914,0.7344,0.7043,0.6478,0.1677,0.2118,0.4554,0.2995,0.6629,0.5086,0.2753,0.621,0.2527,0.5656,0.6516,0.493,0.2392,0.6946,0.6,0.607,0.472,0.8565,0.6016,0.3516,0.6059,0.5634,0.5022,0.4565,0.414,0.6565,0.5758,0.6043,0.6091,0.2909,0.7876,0.4989,0.6441,0.7565,0.8694,0.4903,0.4489,0.4656,0.179,0.6699,0.3516,0.379,0.2559,0.1785,0.1237,0.6624,0.6769,0.6737,0.3435,0.2204,0.3484,0.6317,0.3188,0.6957,0.278
2025-12-15,0.1226,0.2495,0.5473,0.5742,0.243,0.6806,0.293,0.6323,0.8108,0.7134,0.3344,0.1059,0.6022,0.5382,0.3608,0.9656,0.2409,0.4946,0.4699,0.4543,0.3887,0.7484,0.6694,0.8091,0.7661,0.557,0.3022,0.7409,0.6758,0.6177,0.4177,0.6629,0.7382,0.4086,0.1452,0.7177,0.7323,0.4726,0.171,0.1263,0.436,0.128,0.7242,0.4527,0.272,0.636,0.2156,0.5478,0.3032,0.5823,0.2419,0.5968,0.5624,0.6048,0.4118,0.7892,0.4156,0.379,0.571,0.778,0.7871,0.3613,0.679,0.7602,0.4882,0.8651,0.629,0.378,0.7656,0.6054,0.579,0.8414,0.664,0.6532,0.543,0.4204,0.2392,0.6323,0.2694,0.5016,0.2978,0.2769,0.2038,0.6134,0.6548,0.829,0.1844,0.2022,0.2274,0.7188,0.2231,0.6715,0.2849
2025-12-16,0.2677,0.2903,0.4651,0.7914,0.2,0.7667,0.3403,0.6844,0.6473,0.664,0.3054,0.2511,0.5575,0.6,0.328,0.9591,0.2677,0.5441,0.4022,0.522,0.3441,0.6543,0.679,0.7441,0.679,0.6597,0.2903,0.7726,0.6419,0.5575,0.3742,0.8452,0.6344,0.3817,0.178,0.7699,0.7312,0.4247,0.3231,0.1575,0.4941,0.4091,0.7478,0.4349,0.2801,0.6462,0.2129,0.5995,0.3559,0.4425,0.2887,0.5038,0.4027,0.4978,0.3188,0.7489,0.2694,0.3903,0.6409,0.6022,0.6575,0.479,0.6199,0.5849,0.6581,0.7167,0.5677,0.3968,0.9328,0.5038,0.6608,0.7247,0.6903,0.514,0.4591,0.471,0.3274,0.5903,0.5005,0.3376,0.293,0.2441,0.3591,0.8124,0.5704,0.7828,0.4269,0.236,0.2059,0.5591,0.3296,0.5651,0.2392
2025-12-17,0.1586,0.2344,0.5022,0.4038,0.222,0.7188,0.4909,0.6398,0.7925,0.7167,0.2656,0.1941,0.6317,0.5559,0.5366,0.879,0.4892,0.5995,0.4914,0.4323,0.3317,0.7156,0.6694,0.6849,0.7108,0.6849,0.4258,0.5699,0.6204,0.5081,0.4785,0.7038,0.5242,0.3167,0.1538,0.6285,0.6763,0.3941,0.3301,0.1409,0.4651,0.207,0.6887,0.4801,0.3366,0.5554,0.2091,0.5876,0.3849,0.4629,0.3102,0.7011,0.4344,0.6484,0.2591,0.7446,0.3828,0.3995,0.707,0.5075,0.5425,0.7871,0.5355,0.5323,0.6505,0.6914,0.8355,0.5,0.9161,0.586,0.4855,0.6651,0.479,0.5339,0.4946,0.5156,0.4581,0.5376,0.3699,0.5892,0.3242,0.3618,0.3548,0.5763,0.5833,0.9065,0.2887,0.1839,0.207,0.5774,0.3898,0.6,0.2457
2025-12-18,0.179,0.2613,0.6355,0.7145,0.1753,0.8199,0.4909,0.6489,0.6462,0.7312,0.2156,0.2059,0.5839,0.479,0.6048,0.9468,0.3511,0.529,0.6323,0.443,0.3435,0.6769,0.7376,0.6672,0.6452,0.8301,0.4376,0.6344,0.4871,0.5742,0.4274,0.6753,0.6204,0.2984,0.1871,0.8048,0.6823,0.3688,0.3,0.1629,0.4177,0.1699,0.5527,0.3683,0.3376,0.5054,0.1957,0.5489,0.2344,0.4715,0.3909,0.5806,0.371,0.5962,0.1785,0.5462,0.6769,0.2844,0.6613,0.6726,0.4532,0.7785,0.522,0.7403,0.5801,0.6892,0.7285,0.4866,0.7952,0.6075,0.4296,0.5661,0.6495,0.5435,0.457,0.5618,0.5527,0.5489,0.4145,0.3812,0.4591,0.1817,0.4005,0.7054,0.7183,0.7683,0.4027,0.2435,0.2086,0.7118,0.336,0.5489,0.2129
